*Fold,Track,Normalised conditional entropy based over-segmentation score,Normalised conditional entropy based under-segmentation score,Frame pair clustering F-measure,Frame pair clustering precision rate,Frame pair clustering recall rate,Random clustering index,Segment boundary recovery evaluation measure @ 0.5sec,Segment boundary recovery precision rate @ 0.5sec,Segment boundary recovery recall rate @ 0.5sec,Segment boundary recovery evaluation measure @ 3sec,Segment boundary recovery precision rate @ 3sec,Segment boundary recovery recall rate @ 3sec,Median distance from an annotated segment boundary to the closest found boundary,Median distance from a found segment boundary to the closest annotated one
0,struct_mrx_10_000000,0.8879,0.4524,0.3673,0.2311,0.8953,0.7411,0.6207,0.6000,0.6429,0.7586,0.7333,0.7857,0.0174,0.0232
0,struct_mrx_10_000001,0.8615,0.7101,0.4390,0.3181,0.7078,0.9100,0.5556,0.4839,0.6522,0.6667,0.5806,0.7826,0.0464,0.5468
0,struct_mrx_10_000002,0.9315,0.8361,0.7480,0.6354,0.9092,0.9632,0.3415,0.3333,0.3500,0.8780,0.8571,0.9000,1.0449,1.0913
0,struct_mrx_10_000003,0.8992,0.3222,0.2224,0.1262,0.9336,0.5904,0.0588,0.0714,0.0500,0.5294,0.6429,0.4500,2.7259,2.2930
0,struct_mrx_10_000004,0.9044,0.3415,0.2277,0.1300,0.9170,0.6730,0.3333,0.3500,0.3182,0.6667,0.7000,0.6364,1.8460,1.8460
0,struct_mrx_10_000005,0.8572,0.5744,0.3598,0.2342,0.7761,0.8391,0.3158,0.3333,0.3000,0.4210,0.4444,0.4000,2.8793,3.8429
0,struct_mrx_10_000006,0.8837,0.4602,0.3341,0.2057,0.8882,0.7443,0.3030,0.3333,0.2778,0.7273,0.8000,0.6667,1.6557,1.6485
0,struct_mrx_10_000007,0.8432,0.7628,0.5663,0.4713,0.7094,0.9363,0.3810,0.3636,0.4000,0.6667,0.6364,0.7000,1.1805,1.6062
0,struct_mrx_10_000008,0.7929,0.6895,0.4560,0.3721,0.5889,0.9167,0.0952,0.0952,0.0952,0.6190,0.6190,0.6190,2.4149,2.4149
0,struct_mrx_10_000009,0.8421,0.6935,0.4698,0.3561,0.6901,0.9176,0.3404,0.3200,0.3636,0.4681,0.4400,0.5000,2.7340,3.0697
0,struct_mrx_10_000010,0.9377,0.7528,0.6407,0.4877,0.9334,0.9305,0.4848,0.5333,0.4444,0.8485,0.9333,0.7778,0.6734,0.3135
0,struct_mrx_10_000011,1.0000,0.7528,0.6403,0.4729,0.9910,0.9098,0.8966,0.9286,0.8667,0.9655,1.0000,0.9333,0.0232,0.0174
0,struct_mrx_10_000012,0.9138,0.5504,0.3794,0.2411,0.8900,0.8366,0.5714,0.5454,0.6000,0.8571,0.8182,0.9000,0.0116,0.0160
0,struct_mrx_10_000013,0.9099,0.5331,0.3645,0.2283,0.9041,0.8130,0.2857,0.3158,0.2609,0.7143,0.7895,0.6522,2.4381,2.4033
0,struct_mrx_10_000014,0.9550,0.7493,0.5983,0.4424,0.9237,0.9252,0.6667,0.7222,0.6190,0.8718,0.9444,0.8095,0.0232,0.0232
0,struct_mrx_10_000015,0.9011,0.4648,0.3470,0.2145,0.9092,0.7783,0.0588,0.0667,0.0526,0.8824,1.0000,0.7895,1.8228,1.8112
0,struct_mrx_10_000016,0.7574,0.6011,0.4184,0.3174,0.6134,0.8934,0.2222,0.1923,0.2632,0.4444,0.3846,0.5263,2.1130,3.6571
0,struct_mrx_10_000017,0.8254,0.3979,0.2799,0.1693,0.8079,0.7141,0.3030,0.3125,0.2941,0.5454,0.5625,0.5294,2.3336,2.3394
