*Fold,Track,Normalised conditional entropy based over-segmentation score,Normalised conditional entropy based under-segmentation score,Frame pair clustering F-measure,Frame pair clustering precision rate,Frame pair clustering recall rate,Random clustering index,Segment boundary recovery evaluation measure @ 0.5sec,Segment boundary recovery precision rate @ 0.5sec,Segment boundary recovery recall rate @ 0.5sec,Segment boundary recovery evaluation measure @ 3sec,Segment boundary recovery precision rate @ 3sec,Segment boundary recovery recall rate @ 3sec,Median distance from an annotated segment boundary to the closest found boundary,Median distance from a found segment boundary to the closest annotated one
0,struct_mrx_10_000031,0.9727,0.5214,0.3637,0.2234,0.9768,0.7696,0.4138,0.5454,0.3333,0.7586,1.0000,0.6111,0.8922,0.3200
0,struct_mrx_10_000032,0.7715,0.3160,0.2030,0.1171,0.7613,0.6402,0.1250,0.2000,0.0909,0.1875,0.3000,0.1364,6.2251,5.4211
0,struct_mrx_10_000033,0.9291,0.4920,0.3898,0.2467,0.9290,0.7348,0.4546,0.6250,0.3571,0.6364,0.8750,0.5000,0.8279,0.3812
0,struct_mrx_10_000034,0.9705,0.3277,0.2096,0.1172,0.9879,0.5680,0.2222,0.4286,0.1500,0.3704,0.7143,0.2500,7.8031,0.9666
0,struct_mrx_10_000035,0.8069,0.3932,0.2716,0.1647,0.7743,0.6856,0.1379,0.1818,0.1111,0.6207,0.8182,0.5000,2.5245,2.3075
0,struct_mrx_10_000036,0.7388,0.4440,0.2883,0.1862,0.6384,0.7205,0.1600,0.2000,0.1333,0.1600,0.2000,0.1333,5.4736,6.3486
0,struct_mrx_10_000037,0.9265,0.4444,0.3201,0.1935,0.9261,0.7167,0.1600,0.2857,0.1111,0.2400,0.4286,0.1667,8.1427,5.4080
0,struct_mrx_10_000038,0.8795,0.3260,0.2497,0.1448,0.9074,0.5900,0.0870,0.1429,0.0625,0.6087,1.0000,0.4375,2.8927,1.8930
0,struct_mrx_10_000039,0.9741,0.4410,0.3196,0.1907,0.9860,0.7175,0.4444,0.7500,0.3158,0.5926,1.0000,0.4210,3.3348,0.3075
0,struct_mrx_10_000040,0.9776,0.2541,0.1908,0.1055,0.9902,0.4800,0.0800,0.2000,0.0500,0.4000,1.0000,0.2500,13.0040,1.0917
0,struct_mrx_10_000041,0.9892,0.3157,0.1864,0.1029,0.9879,0.5103,0.4667,0.7778,0.3333,0.6000,1.0000,0.4286,1.7009,0.0477
