*Fold,Track,Normalised conditional entropy based over-segmentation score,Normalised conditional entropy based under-segmentation score,Frame pair clustering F-measure,Frame pair clustering precision rate,Frame pair clustering recall rate,Random clustering index,Segment boundary recovery evaluation measure @ 0.5sec,Segment boundary recovery precision rate @ 0.5sec,Segment boundary recovery recall rate @ 0.5sec,Segment boundary recovery evaluation measure @ 3sec,Segment boundary recovery precision rate @ 3sec,Segment boundary recovery recall rate @ 3sec,Median distance from an annotated segment boundary to the closest found boundary,Median distance from a found segment boundary to the closest annotated one
0,struct_mrx_10_000000,0.8855,0.7380,0.5976,0.4656,0.8339,0.9051,0.2759,0.2667,0.2857,0.7586,0.7333,0.7857,1.6644,2.2586
0,struct_mrx_10_000001,0.8864,0.4749,0.2014,0.1156,0.7818,0.6937,0.1778,0.1818,0.1739,0.5333,0.5454,0.5217,2.4905,2.4915
0,struct_mrx_10_000002,0.8618,0.5596,0.3446,0.2208,0.7845,0.8271,0.2500,0.2500,0.2500,0.4000,0.4000,0.4000,3.3744,3.7544
0,struct_mrx_10_000003,0.9342,0.7258,0.5844,0.4303,0.9106,0.9205,0.2703,0.2941,0.2500,0.7568,0.8235,0.7000,1.0118,0.9627
0,struct_mrx_10_000004,0.8478,0.5302,0.3127,0.1964,0.7666,0.8245,0.0930,0.0952,0.0909,0.5116,0.5238,0.5000,2.4504,2.5889
0,struct_mrx_10_000005,0.8380,0.7433,0.5555,0.4584,0.7047,0.9336,0.2791,0.2609,0.3000,0.6512,0.6087,0.7000,1.1846,2.4631
0,struct_mrx_10_000006,0.9084,0.6558,0.5007,0.3475,0.8952,0.8691,0.3125,0.3571,0.2778,0.8125,0.9286,0.7222,1.1694,1.0387
0,struct_mrx_10_000007,0.8590,0.5720,0.3151,0.1976,0.7777,0.8028,0.0930,0.0870,0.1000,0.6512,0.6087,0.7000,1.9212,2.6253
0,struct_mrx_10_000008,0.9049,0.7023,0.5394,0.3976,0.8383,0.9140,0.3590,0.3889,0.3333,0.7692,0.8333,0.7143,0.7421,0.7062
0,struct_mrx_10_000009,0.8543,0.6330,0.3853,0.2606,0.7389,0.8756,0.1905,0.2000,0.1818,0.5238,0.5500,0.5000,2.7939,2.7939
