*fileID,overSegScore,underSegScore,pwF,pwPrecision,pwRecall,R,Fmeasure@0.5s,precRate@0.5s,recRate@0.5s,medianTrue2claim@0.5s,medianClaim2true@0.5s,Fmeasure@3s,precRate@3s,recRate@3s,medianTrue2claim@3s,medianClaim2true@3s
20,0.51062,0.56342,0.43089,0.50647,0.37494,0.67524,0.086957,0.060606,0.15385,1.4567,4.3086,0.43478,0.30303,0.76923,1.4567,4.3086
21,0.53005,0.60223,0.45409,0.53272,0.39568,0.75793,0.23077,0.17647,0.33333,0.6602,2.7781,0.61538,0.47059,0.88889,0.6602,2.7781
22,0.55247,0.62583,0.47232,0.55492,0.41113,0.79119,0.19355,0.14286,0.3,1.1716,3.8667,0.3871,0.28571,0.6,1.1716,3.8667
23,0.75001,0.8002,0.81591,0.88262,0.75857,0.90755,0.27586,0.21053,0.4,0.9783,1.2218,0.62069,0.47368,0.9,0.9783,1.2218
24,0.49959,0.77938,0.48648,0.74754,0.36056,0.73093,0.14815,0.11111,0.22222,1.5783,3.8687,0.44444,0.33333,0.66667,1.5783,3.8687
25,0.59877,0.70731,0.56707,0.67628,0.48823,0.80778,0.12903,0.090909,0.22222,1.1847,3.0806,0.58065,0.40909,1,1.1847,3.0806
26,0.58661,0.78921,0.62343,0.81556,0.50456,0.78045,0.23077,0.16667,0.375,2.4775,4.7151,0.53846,0.38889,0.875,2.4775,4.7151
27,0.56149,0.65679,0.51831,0.57904,0.4691,0.77075,0.37037,0.3125,0.45455,1.3616,2.8047,0.59259,0.5,0.72727,1.3616,2.8047
28,0.48525,0.70388,0.48026,0.75186,0.35282,0.71051,0.17647,0.125,0.3,1.2263,3.0125,0.41176,0.29167,0.7,1.2263,3.0125
29,0.58442,0.6727,0.57564,0.63368,0.52734,0.79069,0.16,0.15385,0.16667,1.8578,2.3782,0.8,0.76923,0.83333,1.8578,2.3782
30,0.57819,0.57579,0.43575,0.42887,0.44284,0.79567,0.11429,0.086957,0.16667,1.9537,6.2907,0.51429,0.3913,0.75,1.9537,6.2907
31,0.75211,0.76679,0.74486,0.76972,0.72155,0.90472,0.057143,0.043478,0.083333,1.371,1.963,0.51429,0.3913,0.75,1.371,1.963
32,0.45843,0.51878,0.44007,0.52611,0.37821,0.66987,0.12121,0.083333,0.22222,1.3165,7.1619,0.30303,0.20833,0.55556,1.3165,7.1619
33,0.72838,0.59901,0.59569,0.54396,0.65829,0.8109,0.15,0.12,0.2,1.8917,3.0683,0.55,0.44,0.73333,1.8917,3.0683
34,0.61311,0.87188,0.62565,0.89336,0.48139,0.77481,0.18182,0.12,0.375,0.93295,3.3181,0.42424,0.28,0.875,0.93295,3.3181
35,0.56704,0.82523,0.63651,0.87281,0.5009,0.80475,0.066667,0.05,0.1,1.6989,1.9733,0.53333,0.4,0.8,1.6989,1.9733
36,0.40875,0.61445,0.39418,0.58195,0.29802,0.72126,0.14815,0.14286,0.15385,2.9468,2.6602,0.66667,0.64286,0.69231,2.9468,2.6602
37,0.52582,0.9491,0.55774,0.95785,0.3934,0.78646,0.35294,0.25,0.6,0.4006,2.6006,0.47059,0.33333,0.8,0.4006,2.6006
38,0.5458,0.62821,0.4955,0.53863,0.45877,0.68676,0.083333,0.058824,0.14286,3.0832,5.285,0.16667,0.11765,0.28571,3.0832,5.285
39,0.666,0.62055,0.53882,0.52123,0.55763,0.78525,0.35294,0.26087,0.54545,0.3132,3.8941,0.47059,0.34783,0.72727,0.3132,3.8941
40,0.61855,0.75196,0.65262,0.74173,0.58262,0.7902,0.074074,0.066667,0.083333,0.9973,0.9347,0.51852,0.46667,0.58333,0.9973,0.9347
41,0.5766,0.77151,0.53886,0.74373,0.42248,0.74726,0.13793,0.11765,0.16667,1.1501,2.1619,0.68966,0.58824,0.83333,1.1501,2.1619
42,0.50462,0.91016,0.50364,0.9113,0.34798,0.60471,0.35294,0.24,0.66667,0.2798,3.8906,0.47059,0.32,0.88889,0.2798,3.8906
43,0.64202,0.65795,0.5832,0.59614,0.57081,0.8057,0.22857,0.15385,0.44444,1.0303,2.4411,0.51429,0.34615,1,1.0303,2.4411
44,0.56093,0.53951,0.50611,0.52684,0.48695,0.78019,0.074074,0.052632,0.125,3.0853,7.408,0.2963,0.21053,0.5,3.0853,7.408
45,0.61334,0.77464,0.59849,0.77179,0.48875,0.84272,0.060606,0.045455,0.090909,2.21,3.7529,0.48485,0.36364,0.72727,2.21,3.7529
46,0.76366,0.80586,0.77357,0.78905,0.75869,0.88357,0.25,0.21429,0.3,1.0135,1.2856,0.75,0.64286,0.9,1.0135,1.2856
47,0.60431,0.51076,0.37649,0.32141,0.45434,0.77984,0,0,0,2.682,4.5673,0.29787,0.21212,0.5,2.682,4.5673
48,0.43599,0.81141,0.40267,0.75426,0.27465,0.62491,0.23529,0.2,0.28571,3.2713,5.1082,0.35294,0.3,0.42857,3.2713,5.1082
49,0.54784,0.68608,0.57263,0.69707,0.48588,0.78962,0.071429,0.058824,0.090909,2.5406,3.2997,0.42857,0.35294,0.54545,2.5406,3.2997
50,0.44088,0.79488,0.44729,0.80477,0.30972,0.66832,0.13333,0.095238,0.22222,3.3526,3.8748,0.26667,0.19048,0.44444,3.3526,3.8748
51,0.48086,0.68489,0.48486,0.68917,0.37398,0.74873,0.057143,0.04,0.1,1.2585,2.9851,0.51429,0.36,0.9,1.2585,2.9851
52,0.63848,0.67912,0.52375,0.52,0.52755,0.7453,0.3871,0.3,0.54545,0.2869,0.77415,0.51613,0.4,0.72727,0.2869,0.77415
53,0.49151,0.68722,0.5076,0.70139,0.39771,0.75044,0.25,0.17647,0.42857,0.6865,2.1013,0.58333,0.41176,1,0.6865,2.1013
54,0.4362,0.78982,0.46698,0.80643,0.32865,0.64161,0.071429,0.052632,0.11111,2.9227,4.1756,0.35714,0.26316,0.55556,2.9227,4.1756
55,0.47784,0.73714,0.49246,0.76181,0.36382,0.75389,0.23077,0.17647,0.33333,3.1989,3.8449,0.30769,0.23529,0.44444,3.1989,3.8449
56,0.61834,0.48883,0.43772,0.39031,0.49824,0.73987,0.13333,0.1,0.2,1.2455,4.1621,0.4,0.3,0.6,1.2455,4.1621
57,0.59025,0.79101,0.64179,0.8252,0.52508,0.79713,0.13793,0.11765,0.16667,1.7056,2.7713,0.55172,0.47059,0.66667,1.7056,2.7713
58,0.51754,0.69313,0.56944,0.74434,0.46109,0.74128,0.26667,0.18182,0.5,0.5153,4.5031,0.46667,0.31818,0.875,0.5153,4.5031
59,0.52113,0.79004,0.56871,0.85006,0.42729,0.7504,0.10526,0.074074,0.18182,0.5676,3.0418,0.52632,0.37037,0.90909,0.5676,3.0418
60,0.59429,0.525,0.42613,0.39586,0.46141,0.74579,0.13043,0.10345,0.17647,2.9557,5.4097,0.3913,0.31034,0.52941,2.9557,5.4097
61,0.80175,0.87732,0.81757,0.90244,0.7473,0.93302,0,0,0,1.7505,1.7505,0.7,0.63636,0.77778,1.7505,1.7505
62,0.65466,0.64858,0.50605,0.48666,0.52705,0.83019,0.25806,0.2,0.36364,0.7112,2.6892,0.58065,0.45,0.81818,0.7112,2.6892
63,0.72182,0.70066,0.67942,0.66213,0.69764,0.89369,0.13333,0.11765,0.15385,2.2665,3.4473,0.53333,0.47059,0.61538,2.2665,3.4473
64,0.55213,0.55299,0.40958,0.42549,0.39482,0.72127,0.13333,0.11111,0.16667,2.889,4.3071,0.4,0.33333,0.5,2.889,4.3071
65,0.56228,0.84091,0.48371,0.78642,0.34927,0.73011,0.53846,0.41176,0.77778,0.2386,0.28437,0.69231,0.52941,1,0.2386,0.28437
66,0.38972,0.77697,0.45809,0.7949,0.32176,0.59553,0.090909,0.076923,0.11111,2.0261,2.7395,0.63636,0.53846,0.77778,2.0261,2.7395
67,0.7155,0.65834,0.53414,0.48144,0.59979,0.7114,0.37037,0.27778,0.55556,0.2374,5.3869,0.44444,0.33333,0.66667,0.2374,5.3869
68,0.58188,0.68615,0.64397,0.70637,0.59171,0.7793,0.2,0.16667,0.25,1.2835,2.0339,0.6,0.5,0.75,1.2835,2.0339
69,0.54234,0.70202,0.49118,0.67165,0.38715,0.76864,0.30769,0.25,0.4,0.7622,1.6008,0.61538,0.5,0.8,0.7622,1.6008
70,0.48013,0.90921,0.44862,0.92118,0.29651,0.67331,0.41667,0.33333,0.55556,0.3917,1.778,0.66667,0.53333,0.88889,0.3917,1.778
71,0.44516,0.69501,0.43771,0.70477,0.31742,0.69652,0.25,0.2,0.33333,1.5712,2.9255,0.58333,0.46667,0.77778,1.5712,2.9255
72,0.60407,0.69954,0.56885,0.69889,0.47961,0.78218,0.18182,0.16667,0.2,2.9414,2.9415,0.45455,0.41667,0.5,2.9414,2.9415
73,0.41652,0.84764,0.41163,0.85202,0.27137,0.55073,0.3,0.23077,0.42857,1.0145,4.4323,0.5,0.38462,0.71429,1.0145,4.4323
74,0.5887,0.83996,0.67098,0.86377,0.54855,0.77928,0.4,0.3,0.6,0.26295,2.2054,0.46667,0.35,0.7,0.26295,2.2054
75,0.45293,0.80259,0.43673,0.77233,0.30444,0.64299,0.34783,0.28571,0.44444,1.163,2.2398,0.69565,0.57143,0.88889,1.163,2.2398
76,0.71769,0.70787,0.65679,0.68031,0.63484,0.82193,0.14286,0.11765,0.18182,0.97,0.97,0.5,0.41176,0.63636,0.97,0.97
77,0.54283,0.50368,0.37053,0.39231,0.35104,0.73571,0.23529,0.19048,0.30769,1.2783,4.8077,0.52941,0.42857,0.69231,1.2783,4.8077
78,0.52905,0.7412,0.5044,0.70972,0.39122,0.77441,0.14286,0.10526,0.22222,1.5768,5.1533,0.5,0.36842,0.77778,1.5768,5.1533
79,0.68671,0.51453,0.42794,0.35105,0.54797,0.69343,0.095238,0.083333,0.11111,3.581,3.581,0.38095,0.33333,0.44444,3.581,3.581
80,0.68715,0.49194,0.40462,0.30819,0.58888,0.69815,0.066667,0.0625,0.071429,14.0331,7.0446,0.26667,0.25,0.28571,14.0331,7.0446
81,0.55658,0.62365,0.46363,0.52138,0.4174,0.80423,0.066667,0.05,0.1,1.5274,2.5914,0.46667,0.35,0.7,1.5274,2.5914
82,0.56929,0.48992,0.39909,0.37166,0.43089,0.78412,0.066667,0.0625,0.071429,7.3649,5.5238,0.2,0.1875,0.21429,7.3649,5.5238
83,0.69536,0.76302,0.75935,0.82909,0.70044,0.86751,0.066667,0.047619,0.11111,1.9324,4.5238,0.4,0.28571,0.66667,1.9324,4.5238
84,0.50936,0.56479,0.41975,0.49013,0.36704,0.74564,0.12121,0.10526,0.14286,2.7938,3.2088,0.42424,0.36842,0.5,2.7938,3.2088
85,0.5251,0.60279,0.42825,0.51354,0.36725,0.75052,0.30769,0.21053,0.57143,0.389,7.311,0.53846,0.36842,1,0.389,7.311
86,0.55002,0.81173,0.67559,0.89225,0.54359,0.77641,0.16216,0.11538,0.27273,1.1767,3.4903,0.43243,0.30769,0.72727,1.1767,3.4903
87,0.6305,0.73231,0.61742,0.68225,0.56384,0.81204,0.19355,0.13636,0.33333,1.3853,4.0148,0.3871,0.27273,0.66667,1.3853,4.0148
88,0.57063,0.77587,0.5222,0.77664,0.39334,0.72841,0.17647,0.13636,0.25,1.0189,2.2516,0.58824,0.45455,0.83333,1.0189,2.2516
89,0.63616,0.70713,0.63287,0.66878,0.60062,0.79743,0.08,0.066667,0.1,4.1054,3.6779,0.24,0.2,0.3,4.1054,3.6779
90,0.62989,0.80741,0.58993,0.80343,0.46608,0.81234,0.45455,0.38462,0.55556,0.48626,0.8146,0.81818,0.69231,1,0.48626,0.8146
91,0.58595,0.68053,0.48389,0.56392,0.42375,0.81058,0.28571,0.21053,0.44444,1.1641,3.8927,0.5,0.36842,0.77778,1.1641,3.8927
92,0.66484,0.41542,0.37645,0.28541,0.5528,0.70121,0.18605,0.12903,0.33333,0.75535,7.2766,0.46512,0.32258,0.83333,0.75535,7.2766
93,0.55708,0.72332,0.48097,0.58483,0.40844,0.7343,0.22222,0.1875,0.27273,1.181,2.5442,0.59259,0.5,0.72727,1.181,2.5442
94,0.44309,0.45394,0.36337,0.37943,0.34862,0.75318,0.10526,0.071429,0.2,2.6514,7.8106,0.26316,0.17857,0.5,2.6514,7.8106
95,0.7352,0.51833,0.45302,0.34399,0.66325,0.69158,0.083333,0.071429,0.1,6.4621,8.8023,0.33333,0.28571,0.4,6.4621,8.8023
96,0.59621,0.51928,0.4384,0.38521,0.50864,0.66195,0.083333,0.066667,0.11111,2.375,5.3317,0.5,0.4,0.66667,2.375,5.3317
97,0.47449,0.9037,0.54885,0.94736,0.38634,0.71196,0.19048,0.14286,0.28571,1.1305,1.3166,0.66667,0.5,1,1.1305,1.3166
98,0.62594,0.6396,0.58177,0.64835,0.52759,0.754,0.125,0.090909,0.2,1.0295,1.9508,0.5625,0.40909,0.9,1.0295,1.9508
99,0.54367,0.56954,0.46336,0.48945,0.4399,0.75567,0.068966,0.055556,0.090909,2.4319,3.015,0.48276,0.38889,0.63636,2.4319,3.015
100,0.61559,0.56616,0.49904,0.45631,0.55061,0.74319,0.25,0.2,0.33333,2.22,3.4816,0.375,0.3,0.5,2.22,3.4816
101,0.4766,0.90193,0.48795,0.93611,0.32997,0.62238,0.17391,0.14286,0.22222,1.1336,1.5918,0.69565,0.57143,0.88889,1.1336,1.5918
102,0.55101,0.94371,0.63326,0.96448,0.47138,0.77154,0.33333,0.28571,0.4,0.553,1.2069,0.83333,0.71429,1,0.553,1.2069
103,0.6929,0.8,0.66464,0.76713,0.58631,0.84435,0.27586,0.23529,0.33333,0.84015,1.2281,0.68966,0.58824,0.83333,0.84015,1.2281
104,0.60852,0.69131,0.5624,0.63792,0.50288,0.8164,0.17647,0.13636,0.25,1.0078,3.9045,0.52941,0.40909,0.75,1.0078,3.9045
105,0.44839,0.76913,0.40337,0.71038,0.28164,0.58636,0.36364,0.26667,0.57143,0.2557,8.0843,0.45455,0.33333,0.71429,0.2557,8.0843
106,0.55839,0.89716,0.57733,0.9285,0.41889,0.75012,0.21429,0.15789,0.33333,0.8245,1.6319,0.64286,0.47368,1,0.8245,1.6319
107,0.53593,0.85609,0.54322,0.91418,0.38641,0.69282,0.2,0.14286,0.33333,1.3657,5.1072,0.33333,0.2381,0.55556,1.3657,5.1072
108,0.74269,0.49731,0.44796,0.32994,0.69745,0.66342,0.11111,0.095238,0.13333,2.2798,2.3635,0.5,0.42857,0.6,2.2798,2.3635
109,0.74175,0.53309,0.5011,0.38096,0.73193,0.72388,0.21429,0.15789,0.33333,1.6395,2.8134,0.5,0.36842,0.77778,1.6395,2.8134
110,0.84148,0.76725,0.71552,0.64954,0.79643,0.89899,0.2,0.16667,0.25,1.3713,1.3754,0.53333,0.44444,0.66667,1.3713,1.3754
111,0.74654,0.53085,0.43904,0.32935,0.6583,0.72849,0.24,0.21429,0.27273,5.5085,4.385,0.32,0.28571,0.36364,5.5085,4.385
112,0.42139,0.34896,0.36429,0.35893,0.36981,0.71119,0.075472,0.04878,0.16667,1.9916,5.3227,0.26415,0.17073,0.58333,1.9916,5.3227
113,0.61366,0.73589,0.6508,0.80385,0.54671,0.77807,0.16667,0.11538,0.3,1.1122,3.8054,0.38889,0.26923,0.7,1.1122,3.8054
114,0.57601,0.78988,0.63176,0.8436,0.50495,0.8075,0.125,0.086957,0.22222,1.5049,3.0875,0.375,0.26087,0.66667,1.5049,3.0875
115,0.62378,0.51134,0.47241,0.42782,0.52738,0.73968,0.125,0.090909,0.2,3.0196,3.8657,0.3125,0.22727,0.5,3.0196,3.8657
116,0.56424,0.7494,0.56587,0.75634,0.45203,0.65424,0.125,0.086957,0.22222,2.4313,5.3438,0.3125,0.21739,0.55556,2.4313,5.3438
117,0.59031,0.78927,0.60475,0.77998,0.49381,0.80571,0.2963,0.25,0.36364,0.8652,1.0772,0.59259,0.5,0.72727,0.8652,1.0772
118,0.65363,0.547,0.43598,0.40118,0.47738,0.66017,0.27586,0.21053,0.4,0.53195,5.3046,0.55172,0.42105,0.8,0.53195,5.3046
119,0.52981,0.54246,0.4291,0.51151,0.36956,0.72911,0.125,0.083333,0.25,1.0814,2.6667,0.5,0.33333,1,1.0814,2.6667
120,0.66005,0.6907,0.63357,0.70873,0.57282,0.7782,0.21429,0.16667,0.3,2.3965,4.3183,0.42857,0.33333,0.6,2.3965,4.3183
121,0.52859,0.56874,0.48835,0.54491,0.44242,0.72516,0.08,0.066667,0.1,5.7105,5.8031,0.32,0.26667,0.4,5.7105,5.8031
122,0.61671,0.80097,0.64007,0.83916,0.51733,0.81897,0.064516,0.047619,0.1,2.4788,3.6994,0.45161,0.33333,0.7,2.4788,3.6994
123,0.47025,0.5296,0.40834,0.50779,0.34147,0.67589,0.2069,0.15,0.33333,0.6153,2.6785,0.55172,0.4,0.88889,0.6153,2.6785
124,0.54094,0.53044,0.44213,0.46148,0.42433,0.76388,0.12903,0.090909,0.22222,3.0112,4.6584,0.25806,0.18182,0.44444,3.0112,4.6584
125,0.81949,0.22747,0.25601,0.15364,0.76724,0.38453,0.19048,0.2,0.18182,53.1391,6.0567,0.19048,0.2,0.18182,53.1391,6.0567
126,0.61511,0.65391,0.57887,0.61547,0.54637,0.83838,0.068966,0.055556,0.090909,1.19,4.0023,0.48276,0.38889,0.63636,1.19,4.0023
127,0.46065,0.66325,0.42264,0.60264,0.32544,0.75,0.3,0.23077,0.42857,2.498,6.2242,0.5,0.38462,0.71429,2.498,6.2242
128,0.5869,0.67138,0.57305,0.65088,0.51185,0.81212,0.15385,0.125,0.2,2.258,3.3762,0.38462,0.3125,0.5,2.258,3.3762
129,0.73188,0.83948,0.73532,0.83455,0.65719,0.87782,0.35714,0.27778,0.5,0.5071,1.1339,0.71429,0.55556,1,0.5071,1.1339
130,0.72261,0.85335,0.72085,0.88604,0.60758,0.87839,0.23077,0.2,0.27273,0.9407,0.979,0.84615,0.73333,1,0.9407,0.979
131,0.41393,0.81806,0.46272,0.88165,0.31367,0.57519,0.064516,0.045455,0.11111,1.9496,2.5931,0.51613,0.36364,0.88889,1.9496,2.5931
132,0.39369,0.75768,0.41288,0.75752,0.28377,0.69118,0.21053,0.18182,0.25,1.7483,4.2281,0.42105,0.36364,0.5,1.7483,4.2281
133,0.63497,0.82633,0.7097,0.86093,0.60366,0.84322,0.10526,0.083333,0.14286,1.8604,2.9153,0.52632,0.41667,0.71429,1.8604,2.9153
134,0.53755,0.72558,0.50963,0.71587,0.39564,0.77167,0,0,0,3.2968,5.0455,0.33333,0.25,0.5,3.2968,5.0455
135,0.37774,0.61915,0.38085,0.64503,0.27019,0.65204,0.16667,0.13333,0.22222,2.9233,2.9234,0.41667,0.33333,0.55556,2.9233,2.9234
136,0.54627,0.76431,0.57684,0.8175,0.44565,0.78903,0.12121,0.090909,0.18182,1.8189,3.9534,0.42424,0.31818,0.63636,1.8189,3.9534
137,0.45671,0.86049,0.49872,0.89456,0.34574,0.71496,0.17647,0.11538,0.375,0.60595,6.8545,0.47059,0.30769,1,0.60595,6.8545
138,0.64777,0.87629,0.672,0.92292,0.52835,0.83306,0.32,0.23529,0.5,0.5391,4.9398,0.48,0.35294,0.75,0.5391,4.9398
139,0.52292,0.69054,0.52399,0.67792,0.42702,0.73942,0.22222,0.14286,0.5,8.233,19.3363,0.22222,0.14286,0.5,8.233,19.3363
140,0.60415,0.7082,0.52004,0.60552,0.45571,0.80614,0.18182,0.15385,0.22222,2.3822,2.3822,0.45455,0.38462,0.55556,2.3822,2.3822
141,0.73941,0.50461,0.40799,0.29665,0.65315,0.69854,0.14815,0.15385,0.14286,16.1276,5.1959,0.2963,0.30769,0.28571,16.1276,5.1959
142,0.64986,0.73218,0.57675,0.67783,0.5019,0.80735,0.16216,0.13043,0.21429,1.4831,1.4182,0.75676,0.6087,1,1.4831,1.4182
143,0.60843,0.62522,0.5141,0.54419,0.48716,0.78122,0.13333,0.10526,0.18182,2.1798,6.9892,0.4,0.31579,0.54545,2.1798,6.9892
144,0.73942,0.32757,0.40265,0.28233,0.70167,0.5115,0.074074,0.058824,0.1,2.4728,4.724,0.37037,0.29412,0.5,2.4728,4.724
145,0.71968,0.60271,0.50115,0.41042,0.64337,0.75931,0,0,0,1.549,2.7883,0.52174,0.42857,0.66667,1.549,2.7883
146,0.55014,0.59039,0.5108,0.53647,0.48747,0.81246,0.16667,0.13333,0.22222,1.5693,6.6171,0.58333,0.46667,0.77778,1.5693,6.6171
147,0.6972,0.74726,0.65059,0.7168,0.59559,0.89073,0.19512,0.18182,0.21053,1.3234,1.0586,0.63415,0.59091,0.68421,1.3234,1.0586
148,0.56208,0.41685,0.36446,0.30414,0.45461,0.71467,0.13636,0.088235,0.3,1.8436,5.2023,0.36364,0.23529,0.8,1.8436,5.2023
149,0.52397,0.65591,0.46281,0.60305,0.37549,0.81335,0,0,0,1.3571,1.3569,0.81481,0.84615,0.78571,1.3571,1.3569
150,0.48963,0.57582,0.47342,0.56675,0.40648,0.80775,0,0,0,2.545,4.2744,0.34483,0.25,0.55556,2.545,4.2744
151,0.83032,0.86415,0.87624,0.90625,0.84815,0.94564,0.30303,0.29412,0.3125,0.7987,0.792,0.78788,0.76471,0.8125,0.7987,0.792
152,0.64567,0.63557,0.55154,0.55546,0.54768,0.81258,0.16667,0.13636,0.21429,1.2663,1.2897,0.55556,0.45455,0.71429,1.2663,1.2897
153,0.71093,0.84744,0.76407,0.90934,0.65882,0.85856,0.2,0.21429,0.1875,1.3988,0.77505,0.66667,0.71429,0.625,1.3988,0.77505
154,0.33142,0.58568,0.36077,0.64233,0.25083,0.60164,0.086957,0.055556,0.2,2.9316,5.5452,0.26087,0.16667,0.6,2.9316,5.5452
155,0.60939,0.70315,0.57274,0.66519,0.50285,0.7583,0.090909,0.071429,0.125,2.235,5.419,0.36364,0.28571,0.5,2.235,5.419
156,0.52728,0.69154,0.47415,0.6458,0.37459,0.72755,0.23077,0.1875,0.3,1.3578,2.4555,0.76923,0.625,1,1.3578,2.4555
157,0.61511,0.64201,0.50499,0.52112,0.48984,0.64671,0.22857,0.18182,0.30769,0.877,2.6741,0.68571,0.54545,0.92308,0.877,2.6741
158,0.44688,0.72658,0.41383,0.6728,0.29881,0.70055,0.14815,0.10526,0.25,0.71595,3.1246,0.51852,0.36842,0.875,0.71595,3.1246
159,0.75659,0.73945,0.60203,0.5399,0.68031,0.83117,0.25,0.21429,0.3,1.3703,1.3704,0.5,0.42857,0.6,1.3703,1.3704
160,0.66958,0.75416,0.58967,0.67762,0.52192,0.84799,0.23077,0.15789,0.42857,0.5964,6.5731,0.53846,0.36842,1,0.5964,6.5731
161,0.42062,0.66829,0.51017,0.74023,0.38921,0.50954,0.05,0.03125,0.125,2.0964,6.1432,0.3,0.1875,0.75,2.0964,6.1432
162,0.54022,0.92693,0.57099,0.97495,0.40371,0.66625,0.42857,0.31579,0.66667,0.2433,1.9799,0.64286,0.47368,1,0.2433,1.9799
163,0.64075,0.82197,0.60272,0.82048,0.47631,0.74912,0.19355,0.14286,0.3,1.3874,2.1946,0.64516,0.47619,1,1.3874,2.1946
164,0.69549,0.72517,0.627,0.64246,0.61226,0.82402,0.41176,0.33333,0.53846,0.4955,2.663,0.52941,0.42857,0.69231,0.4955,2.663
165,0.58386,0.42382,0.38862,0.33922,0.45486,0.66935,0.15,0.11538,0.21429,1.2069,3.757,0.4,0.30769,0.57143,1.2069,3.757
166,0.61822,0.4875,0.40554,0.34333,0.49527,0.70149,0.057143,0.052632,0.0625,1.5787,1.4522,0.57143,0.52632,0.625,1.5787,1.4522
167,0.73351,0.74729,0.70751,0.72281,0.69285,0.87682,0.35714,0.3125,0.41667,0.63283,2.0396,0.57143,0.5,0.66667,0.63283,2.0396
168,0.60934,0.55559,0.45568,0.43016,0.48443,0.80453,0.1,0.08,0.13333,1.5584,3.2511,0.5,0.4,0.66667,1.5584,3.2511
169,0.75108,0.52701,0.45812,0.34051,0.69985,0.73525,0.14815,0.13333,0.16667,4.0691,3.613,0.37037,0.33333,0.41667,4.0691,3.613
170,0.75839,0.76758,0.7597,0.77104,0.74868,0.88813,0.22857,0.19048,0.28571,1.2589,1.2662,0.74286,0.61905,0.92857,1.2589,1.2662
171,0.666,0.5642,0.45181,0.40758,0.5068,0.74398,0.071429,0.066667,0.076923,6.0187,3.4069,0.42857,0.4,0.46154,6.0187,3.4069
172,0.57023,0.52838,0.48446,0.45783,0.51437,0.70089,0.15385,0.10526,0.28571,0.7049,7.3355,0.38462,0.26316,0.71429,0.7049,7.3355
